0,0,12,18,30.0,27.01721787,6.09,0.401,10.7310106281,68.0206260835,6.09,7.28586411476,1248715342.22
0,1,50,11,25.0,102.735076818,8.54,0.156,71.7329596696,147.13593385,0,7.25940704346,1248715349.49
0,2,30,40,24.99,10.7945147723,8.26,0.184,7.06647985148,16.4893343814,0,4.52033019066,1248715354.02
0,3,37,44,19.95,45.7252669897,8.35,0.175,30.5602040718,68.4157748544,0,5.53872013092,1248715359.56
0,4,36,23,137.95,105.544960088,5,0.51,32.6165108084,341.536796053,5,2.88756895065,1248715362.45
0,5,9,47,12.22,17.3093695466,7.43,0.267,9.36011640978,32.0096739168,7.43,4.4434928894,1248715366.91
0,6,24,39,48.77,66.7142718041,5,0.51,20.616680944,215.883151825,5,3.267827034,1248715370.18
0,7,42,48,99.99,8.9365908543,5,0.51,2.76167058993,28.9182411503,0,4.60162210464,1248715374.78
0,8,31,10,72.95,69.4699321968,7.33,0.277,36.7110558106,131.46098288,7.33,7.74924993515,1248715382.54
0,9,40,22,129.99,306.427773064,3.95,0.615,74.358072753,1262.78125062,3.95,5.34876489639,1248715387.89
0,10,25,41,19.99,10.7945147723,5,0.51,3.33582396972,34.9303650996,5,2.5239200592,1248715390.42
0,11,15,36,59.95,42.1696503429,6.3,0.38,17.5792361396,101.157945426,6.3,6.01736783981,1248715396.44
0,12,18,43,24.96,11.5478198469,5,0.51,3.56861749283,37.3680125382,5,3.45613002777,1248715399.9
0,13,14,20,29.99,111.397385999,5,0.51,34.4250833148,360.47487508,0,3.66762185097,1248715403.58
0,14,28,26,69.0,17.3093695466,7.43,0.267,9.36011640978,32.0096739168,0,3.91236901283,1248715407.49
0,15,46,4,239.95,171.543789634,5,0.51,53.0120989583,555.104822113,5,3.22450709343,1248715410.72
0,16,16,12,159.0,27.3841963426,7.15,0.295,13.8835330993,54.0132114765,0,3.13925004005,1248715413.87
0,17,34,5,9.99,79.5043012516,5,0.51,24.5691779023,257.270875836,0,3.24067091942,1248715417.11
0,18,17,49,299.99,10.6498563535,8.75,0.135,7.80447601025,14.5326143871,0,3.45507907867,1248715420.57
0,19,8,32,22.0,7.20148192516,7.55,0.255,4.00333446085,12.954536381,0,4.46711087227,1248715425.06
0,20,33,15,99.99,97.3377380904,8.09,0.201,61.2747079532,154.625547359,8.09,3.43496084213,1248715428.5
0,21,1,46,6.9,5.4983752373,8.39,0.171,3.70880820436,8.15144072822,8.39,3.02337813377,1248715431.53
0,22,19,19,23.93,178.629476309,9.17,0.093,144.195970711,221.285585505,0,5.03984093666,1248715436.58
0,23,2,21,159.99,224.679009181,7.89,0.221,135.071119684,373.733906145,7.89,5.77555799484,1248715442.37
0,24,5,24,175.0,227.73085412,7.03,0.307,112.310891604,461.765917602,7.03,3.45578694344,1248715445.84
0,25,38,30,109.0,90.988053646,6.64,0.346,41.0189344973,201.829374842,6.64,3.97924900055,1248715449.82
0,26,45,28,39.99,50.2541434369,6.74,0.336,23.1831195619,108.936113012,6.74,3.7472140789,1248715453.57
0,27,20,34,199.99,71.3699882078,7.54,0.256,39.5836305935,128.681354904,0,6.27600908279,1248715459.85
0,28,11,31,2711.99,412.319975119,9.11,0.099,328.272403555,517.88624338,0,8.27189707756,1248715468.13
0,29,48,7,25.0,44.5079406236,7.12,0.298,22.4097751999,88.3969946545,7.12,4.11096000671,1248715472.24
0,30,49,42,35.0,23.6073302202,7.94,0.216,14.3564437937,38.8192262748,7.94,5.07259297371,1248715477.32
0,31,39,9,275.0,100.0,8.8,0.13,74.1310241301,134.896288259,0,6.02871203423,1248715483.35
0,32,29,35,59.95,12.3536950042,10.0,0.01,12.0724905745,12.6414495266,0,2.68910288811,1248715486.05
0,33,26,8,57.44,23.9279917343,4.11,0.599,6.0242952717,95.0399611263,4.11,4.88328909874,1248715490.93
0,34,43,14,399.0,102.735076818,5,0.51,31.7481738649,332.444192025,0,2.11691093445,1248715493.05
