3,0,13,,59.95,22.6708994104,7.23,0.287,11.7076235617,43.9004275608,7.23,6.08899998665,1221414317.24
3,1,25,,29.99,25.945527214,7.98,0.212,15.9243788079,42.2729445546,7.98,5.63800001144,1221414322.89
3,2,39,,126.99,93.4766468083,6.04,0.406,36.7031319474,238.069152002,6.04,7.92199993134,1221414330.81
3,3,2,,87,64.067920057,4.15,0.595,16.2794836166,252.139347727,4.15,6.09800004959,1221414336.92
3,4,49,,92,43.911485067,8.16,0.194,28.0917066751,68.6401343673,8.16,3.51600003242,1221414340.43
3,5,17,,24.99,52.3299114681,8.27,0.183,34.3360236959,79.753545679,8.27,5.29699993134,1221414345.74
3,6,23,,30.99,20.9080004128,7.83,0.227,12.3968829311,35.262451351,7.83,6.13900017738,1221414351.88
3,7,27,,129,24.9163472588,8.24,0.186,16.2361993501,38.2370496526,8.24,9.57399988174,1221414361.46
3,8,28,,39.99,45.1124979155,1.16,0.894,5.75833431017,353.424681262,1.16,7.19000005722,1221414368.66
3,9,5,,339,50.9367521678,7.85,0.225,30.3410949807,85.5128242094,7.85,13.7000000477,1221414382.38
3,10,22,,24.99,24.2530088364,6.12,0.398,9.69986355004,60.6408981513,6.12,3.1740000248,1221414385.57
3,11,12,,18,18.7688429358,6.42,0.368,8.04335986969,43.7963078681,6.42,14.4509999752,1221414400.03
3,12,32,,6999,926.396434754,7.53,0.257,512.621568348,1674.15966732,7.53,7.43099999428,1221414407.47
3,13,16,,159,117.574326592,8.63,0.147,83.8132149762,164.934876648,8.63,9.96399998665,1221414417.44
3,14,18,,50,19.5440977005,8.22,0.188,12.6769747412,30.1311442774,8.22,23.6740000248,1221414441.13
3,15,8,,44,14.1380861925,8.39,0.171,9.53653539487,20.9599684698,8.39,12.7690000534,1221414453.9
3,16,30,,159.95,43.911485067,7.7,0.24,25.2684222153,76.309415141,7.7,12.126999855,1221414466.04
3,17,20,,799.99,525.657814405,7.57,0.253,293.564221976,941.245959694,7.57,11.7269999981,1221414477.77
3,18,21,,39,61.5265410149,8.05,0.205,38.3762469377,98.6421432872,8.05,9.78399991989,1221414487.56
3,19,1,,8.88,24.2530088364,7.57,0.253,13.5445825678,43.4275796005,7.57,12.1979999542,1221414499.77
3,20,48,,16,46.3463593879,8.35,0.175,30.9753073984,69.3450754464,8.35,7.11000013351,1221414506.88
3,21,40,,275.39,87.3788349853,8.96,0.114,67.205721824,113.607303012,8.96,9.66399979591,1221414516.54
3,22,19,,174.95,87.3788349853,7.99,0.211,53.7534384473,142.038556489,7.99,8.73200011253,1221414525.29
3,23,44,,17.99,61.5265410149,7.97,0.213,37.6758014919,100.476037652,7.97,7.77200007439,1221414533.07
3,24,38,,14.99,188.534409475,7.75,0.235,109.746486416,323.884843305,7.75,14.5199999809,1221414547.6
3,25,35,,29.99,41.6045304583,7.32,0.278,21.9351508281,78.9115592695,7.32,7.50099992752,1221414555.12
3,26,4,,600,246.932427037,7.55,0.255,137.270787448,444.199560998,7.55,24.4049999714,1221414579.53
3,27,33,,99.99,54.4914199503,8.55,0.155,38.135384103,77.8624607577,8.55,5.63800001144,1221414585.18
3,28,14,,66,37.8551524926,8.33,0.177,25.1840167772,56.9016683443,8.33,14.992000103,1221414600.18
3,29,7,,42,3162.27766017,5.1,0.5,1000.0,10000.0,5.1,41.4700000286,1221414641.66
3,30,3,,4.8,18.5173197131,6.37,0.373,7.84473224655,43.7097301196,6.37,6.8599998951,1221414648.53
3,31,46,,198.95,111.397385999,0.56,0.954,12.3844008352,1002.01679295,0.56,7.29000020027,1221414655.83
3,32,37,,19.95,59.0859707306,6.59,0.351,26.3320320487,132.581941671,6.59,9.66399979591,1221414665.51
3,33,26,,136,54.4914199503,7.32,0.278,28.7295037891,103.354198875,7.32,10.2950000763,1221414675.81
3,34,6,,200,459.313674236,8.66,0.144,329.69273327,639.895969948,8.66,6.99000000954,1221414682.81
3,35,41,,13.83,72.3394162737,7.73,0.237,41.9155336717,124.84610569,7.73,7.01999998093,1221414689.84
3,36,10,,24.99,26.2979487696,8.31,0.179,17.4149356887,39.7120105322,8.31,10.1950001717,1221414700.05
3,37,47,,229.99,65.8202268863,8.18,0.192,42.3018513708,102.414010899,8.18,4.16599988937,1221414704.22
3,38,11,,640,1246.53111926,7.75,0.235,725.609775571,2141.42626462,7.75,14.1300001144,1221414718.35
3,39,34,,24.99,45.1124979155,7.64,0.246,25.6033548284,79.4871407209,7.64,4.95700001717,1221414723.33
3,40,36,,223.47,55.2315841731,8.75,0.135,40.4750598862,75.3680883697,8.75,5.81799983978,1221414729.16
3,41,43,,399.99,227.73085412,7.88,0.222,136.590934089,379.683631744,7.88,5.33800005913,1221414734.51
3,42,15,,278.95,98.6598895653,8.36,0.174,66.0907415865,147.278931593,8.36,5.54800009727,1221414740.07
3,43,9,,9998,48.2607147943,8.09,0.201,30.3804183521,76.6644015716,8.09,68.8289999962,1221414808.9
3,44,24,,99.95,178.629476309,7.94,0.216,108.630836803,293.733259775,7.94,7.48099994659,1221414816.39
3,45,31,,479.99,86.2078620999,7.32,0.278,45.4513591885,163.5109625,7.32,5.58800005913,1221414821.98
