1,0,25,,1.69,8.81683066776,5.0,0.51,2.72466115418,28.5307047831,0,5.17263698578,1248715506.13
1,1,22,,39.99,25.2547893258,8.26,0.184,16.5326986611,38.578358982,0,4.44533896446,1248715510.58
1,2,36,,173.99,119.171354347,5,0.51,36.8274692024,385.630943543,5,2.05747389793,1248715512.64
1,3,48,,18.0,13.2158088956,8.16,0.194,8.45461332963,20.6582605208,8.16,2.93613100052,1248715515.58
1,4,14,,24.99,37.347851644,7.53,0.257,20.6664377862,67.4940711531,7.53,4.45496416092,1248715520.04
1,5,41,,31.99,23.2909659246,8.06,0.204,14.5608758844,37.2552515389,8.06,4.21224808693,1248715524.26
1,6,24,,64.97,90.988053646,7.73,0.237,52.7210893145,157.030630701,7.73,4.89206981659,1248715529.15
1,7,3,,38.99,7.91475543941,5,0.51,2.44589325839,25.6116465634,0,3.24327492714,1248715532.42
1,8,39,,119.97,125.779358382,3.33,0.677,26.4611902331,597.873597352,3.33,8.30334591866,1248715540.72
1,9,10,,106.0,25.2547893258,7.47,0.263,13.7829998047,46.2747147156,0,4.7308139801,1248715545.46
1,10,16,,119.99,27.3841963426,6.68,0.342,12.4594823727,60.18662629,0,2.90168905258,1248715548.36
1,11,38,,600.0,459.313674236,5,0.51,141.941494958,1486.30991524,5,5.10613393784,1248715553.47
1,12,23,,6.32,19.5440977005,8.79,0.131,14.4549177556,26.4250382733,0,4.99407505989,1248715558.48
1,13,8,,21.8,3.92418975848,6.98,0.312,1.91315430783,8.04914961514,0,2.56759905815,1248715561.06
1,14,21,,16.98,31.3396217142,5,0.51,9.684868984,101.413027973,5,2.33805608749,1248715563.4
1,15,6,,262.0,652.30863113,6.05,0.405,256.716111002,1657.4984273,6.05,5.98822307587,1248715569.39
1,16,45,,79.99,36.847349187,5.87,0.423,13.9125343623,97.5902094289,5.87,5.23084592819,1248715574.63
1,17,7,,11.21,977.764747317,0.01,1.009,95.7710778082,9982.38636313,0,4.97719812393,1248715579.61
1,18,35,,23.93,10.5071365172,5,0.51,3.2470155988,34.0004272947,5,2.27690911293,1248715581.9
1,19,18,,34.99,8.81683066776,5,0.51,2.72466115418,28.5307047831,0,1.82093095779,1248715583.72
1,20,19,,39.99,129.219520454,7.34,0.276,68.4428562219,243.965336752,0,5.09884190559,1248715588.83
1,21,26,,9.99,70.4135515486,6.97,0.313,34.2496588516,144.762558459,0,3.55698609352,1248715592.39
1,22,49,,80.0,15.9633854429,7.45,0.265,8.67211443359,29.3849529719,0,3.09901499748,1248715595.49
1,23,32,,475.0,8022.26261785,5,0.51,2479.11615264,25959.5329736,0,2.2439930439,1248715597.74
1,24,17,,40.07,20.9080004128,8.59,0.151,14.7676877161,29.6014169358,0,4.24320912361,1248715601.99
1,25,27,,79.99,33.9820832894,4.75,0.535,9.91402477806,116.479634714,4.75,3.69839501381,1248715605.69
1,26,31,,109.99,93.4766468083,8.84,0.126,69.936376152,124.940467026,8.84,2.99644613266,1248715608.69
1,27,5,,697.26,13.9486202242,8.84,0.126,10.435932226,18.6436632537,0,2.2262802124,1248715610.93
1,28,37,,21.99,12.6915780525,7.47,0.263,6.92652849179,23.2549615082,7.47,2.15186190605,1248715613.08
1,29,13,,16.49,23.9279917343,6.07,0.403,9.460329217,60.5210215525,6.07,4.82246899605,1248715617.91
1,30,4,,179.0,250.286543117,6.02,0.408,97.8222167168,640.379616903,6.02,3.78532099724,1248715621.7
1,31,50,,12.0,21.1919965701,2.37,0.773,3.57414259294,125.652714449,2.37,2.42965698242,1248715624.13
1,32,33,,59.99,32.1967844425,2.11,0.799,5.11460972415,202.680748747,2.11,3.41831088066,1248715627.56
1,33,42,,136.88,15.5383983127,3.37,0.673,3.29918181659,73.1823329383,0,5.84920501709,1248715633.41
1,34,11,,99.99,267.753018174,6.0,0.41,104.168011778,688.231228739,0,4.61273407936,1248715638.03
